"","AlignID","Factor","tmean","FoundIn","4_Blanco","11_QC","20_QC","26_QC","36_QC","44_QC","50_QC","15_2210","16_11665","22_13","23_16","24_08082204","25_22","30_08082205","32_07082201","33_51480","38_21","39_07082204","41_20","46_15","47_51467","48_51468"
"1475",1475,"Factor #1475",51.627,22,692.2741,48137,47035.67,45195,60457,66100,79576,108.6881,184.087,2707.457,981.7232,514.4964,139.5979,1250.565,245.6957,427.6957,870.5652,447.0435,1258.87,717.4117,656646,25831
"1476",1476,"Factor #1476",51.6461,22,280,6574.487,6290.381,6125.75,8165.319,8989.257,10840.23,971,775,5384,2142,3118,2036,2847,467.0435,929,1892,333.087,1501,2426,115286.8,3720.397
"1477",1477,"Factor #1477",51.6484,22,280,3514.786,3821.705,3746.732,4397.07,5370.285,6509.683,1084,774.5652,5324,2064,3117.899,2036,2847,458.1739,915.3043,1892.13,333.087,1478.087,2520,81070.22,2469.593
"1478",1479,"Factor #1479",51.792,22,2436,75668.56,80066.89,74181,86172,96279,101351,207.087,213.3043,6400.258,1506.951,540.0555,319,991.2174,287.3913,297.2174,1459.739,436.6957,1000.217,586.6957,773764.8,12344
"1479",1478,"Factor #1478",51.7934,22,2437,75669,80068,74181,86172,96279,101351,251.3913,213.3043,6448,1589,526.7151,291.087,890.0435,289.9591,297.2174,1460,436.6957,1000.217,586.6957,777663,12344
"1482",1482,"Factor #1482",52.2564,22,58.1247,1770.499,1972,1993,2226,2916,2681,6151,413.6722,524.3406,118.6154,4470,1096.347,240.8672,2254,417.232,88.35716,6503,4409.666,1715,465.2031,6556
"1484",1484,"Factor #1484",53.1002,22,143.087,559.8261,750,590.0435,741,736.6957,745.087,314.7826,303.9565,1461,583,854,577.6066,831.1304,323.5652,510.1304,738.7391,240.2609,1056.098,894,275.1914,212.6124
"1485",1486,"Factor #1486",54.1011,22,152.9565,12312.35,11780,10025.55,13639,21298.75,31242,95.58821,125.9565,1116.652,355.913,90.98753,98.5513,1552,140.6957,294.0058,449.5652,440.3478,2707.435,548.1998,339578,19023.65
"1486",1485,"Factor #1485",54.1014,22,152.9565,12313,11780,10026,13751,21581,31242,96.0711,125.9565,1116.652,429.5652,107.6936,98.8756,1517,140.6957,295.2758,498.8261,440.3478,2707,525.9824,339578,19024
"1488",1487,"Factor #1487",54.9155,22,40.83981,744.4265,802.9849,721.7164,831.7049,1135.919,1103,238.0936,91.26737,144.1259,41.82066,103.2933,272.5133,114.4348,74.98868,97.27379,32.39988,129.027,22770,513.776,2482,1492
